tstidn,expidn,unique,expsit,agepar,gender,region,poccup,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crtre1,crtre2,crtre3,crtre4,crtre5,crtre6,crtre7,crtco1,crtco2,crtco3,crtco4,crtco5,crtco6,crtco7,critie1,critie2,critie3,critie4,critie5,critie6,critie7,crtin1,crtin2,crtin3,crtin4,crtin5,crtin6,crtin7,critnr1,critnr2,critnr3,critnr4,critnr5,critnr6,critnr7,crtrr1,crtrr2,crtrr3,crtrr4,crtrr5,crtrr6,crtrr7,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,religr,politr,pedlev,fedlev,tstamp,accept,expidt,crtfr1,crtfr2,crtfr3,crtfr4,crtfr5,crtfr6,crtfr7,religo,polito,disto1,disto2,disto3,distn1,distn2,distn3,distc1,distc2,distc3,distd1,distd2,distd3,distr1,distr2,distr3,distl1,distl2,distl3
157,159,1 UN,3 AR,18,2 MA,15,1 ST,1,1,1,3,2,1,2,4,4,2,1,3,3,1,3,3,1,2,4,4,3,1,5,1,2,3,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,3,1,3,4,2,2,3,2,1,3,3,3,5,4,3,5,3 OT,3 RW,4 EU,4 EU,30/10/2023 12:59:28,Si,00159,10 pesos ,200 mins ,24 hrs ,primera posición en la carrera ,8,Julio ,9 metros cubicos,Deista ,Javier Milei,Mas de 10.000 personas ,700 a 850 pesos aprox según como varié el cambio ,,10.000,775,NR,255.195,"928,41",155,245.195,153,NR,271,622,NR,7,3,NR
158,160,1 UN,3 AR,19,1 FE,15,1 ST,3,3,3,3,3,3,3,2,4,4,2,4,3,4,3,2,3,3,4,5,5,2,1,2,2,3,1,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,-1,3,5,3,4,4,4,4,5,2,4,4,4,4,5,4,5,1 CA,3 RW,4 EU,2 EM,30/10/2023 13:01:12,Si,00160,5,1hora con 40 minutos,47hrs,en el segundo lugar,8,emilio,3¨3,católico,kars ,1.000.000,800pesos ,12,1.000.000,800,12,255.195,"928,41",155,744.805,128,143,386,601,506,7,3,3
159,161,1 UN,3 AR,25,1 FE,15,1 ST,1,1,2,2,1,1,3,2,3,2,3,3,3,3,3,4,3,4,4,5,5,1,1,1,2,2,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,2,3,4,3,3,2,2,2,4,4,2,3,4,4,2 CR,5 NO,4 EU,4 EU,30/10/2023 13:14:53,Si,00161,10,100MIN,24,segundo,8,julio,27,cristiana,no creo en la politica y nigun partido,nolose,900,100,NR,900,100,255.195,"928,41",155,NR,28,55,NR,244,125,NR,2,2
160,162,1 UN,3 AR,20,1 FE,15,1 ST,1,2,1,1,2,2,2,1,3,2,3,3,3,3,3,3,3,4,2,3,3,2,1,1,2,3,2,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,3,1,3,3,4,3,2,2,2,1,4,2,5,4,2,4,6 AT,1 LW,4 EU,3 ET,30/10/2023 13:30:35,Si,00162,10,50 min,24 horas,segundo,8,emilio,9,atea,boric,15.000,900,15,15.000,900,15,255.195,"928,41",155,240.195,28,140,260,244,486,7,2,3
161,163,1 UN,3 AR,30,2 MA,15,1 ST,2,2,4,3,4,3,1,2,3,3,2,4,4,3,3,5,5,4,4,4,4,3,2,2,3,3,1,0,0,0,0,1,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,3,3,2,4,5,5,4,3,3,3,5,4,4,4,4,5,3 OT,2 CE,3 ET,4 EU,30/10/2023 13:29:18,Si,00163,10,100,24,primero,8,emilio,3,Creo en el proceso personal,ambas,89.000,946,30,89.000,946,30,255.195,"928,41",155,166.195,18,125,215,137,362,7,2,3
162,164,1 UN,3 AR,22,1 FE,15,1 ST,2,2,1,2,2,2,3,2,3,3,2,3,3,3,3,3,1,4,3,3,3,2,1,1,2,1,5,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,2,3,2,2,4,2,4,4,2,4,5,4,4,4,3,4,3 OT,1 LW,4 EU,6 PG,30/10/2023 13:34:53,Si,00164,10 pesos,50 minutos,24 horas,en segundo lugar ,8,emilio,3,"No creo en la religión, pero si en Dios",Partido comunista,Unas 10.000,900,56,10.000,900,56,255.195,"928,41",155,245.195,28,99,271,244,218,7,2,2
163,165,1 UN,3 AR,22,2 MA,15,1 ST,3,4,2,3,4,3,1,3,4,3,3,3,2,2,3,5,4,5,5,5,4,1,1,1,3,4,2,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,2,1,2,4,5,5,4,5,3,4,5,1,4,3,1,5,3 OT,3 RW,4 EU,6 PG,30/10/2023 13:35:41,Si,00165,10,100 minutos,24 horas,segundo lugar,8,emilio,3 metros cubicos,"ninguna me representa, pero creo en la existencia de un dios","ninguna, pero le veo sentido a las cosas que habla el candidato Miley de argentina",9 millones,800 a 900 pesos,no lo se,9.000.000,850,NR,255.195,"928,41",155,8.744.805,78,NR,593,463,NR,9,2,NR
164,166,1 UN,3 AR,34,1 FE,15,2 IW,2,3,3,3,2,4,2,3,4,3,1,3,3,4,3,3,2,3,4,4,4,3,2,1,3,3,1,1,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,5,2,4,3,2,2,5,4,3,2,4,2,2,4,8 NR,8 NR,3 ET,5 PT,30/10/2023 13:31:30,Si,00166,10 pesos,100 minutos,24 horas,en el segundo lugar,7 ovejas,Emilio,27 metros cúbicos,,,220.000,900 pesos ,16,220.000,900,16,255.195,"928,41",155,35.195,28,139,75,244,479,6,2,3
165,167,1 UN,3 AR,19,2 MA,15,1 ST,1,1,1,2,3,2,1,3,3,1,2,4,2,2,3,3,1,5,5,2,5,1,1,2,1,2,4,0,0,0,1,0,2 incorrecta no responde,2 incorrecta no responde,2 incorrecta no responde,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,4,3,3,,5,5,3,2,5,5,4,5,4,3,5,1 CA,3 RW,4 EU,6 PG,30/10/2023 13:27:07,Si,00167,,,,PRIMERO,7,JULIO ,3,CATOLICO ,"ARRIBA KAST, BORIC MAL PRESIDENTE ",,,"24 ,NOSE ",NR,NR,24,255.195,"928,41",155,NR,NR,131,NR,NR,414,NR,NR,3
166,168,1 UN,3 AR,22,1 FE,15,1 ST,1,1,1,1,4,2,1,2,4,1,2,4,4,4,4,3,3,4,5,3,2,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,3,2,2,5,4,4,5,3,2,4,5,5,5,3,3,5,3 OT,3 RW,4 EU,3 ET,30/10/2023 13:35:07,Si,00168,10 pesos,500 minutos,24 horas,segundo lugar,cero,Emilio,27 metros,"No me considero totalmente de una religión en especifico, pero si creo en que existe alguien que está por sobre los humanos, pero en la iglesia no creo mucho. ","No sé casi nada de politica, por lo que no me considero de algún partido, pero he visto que Evelyn Matthei ha realizado artas cosas buenas en su comuna.",15.000.000,1.000 pesos,50,15.000.000,1.000,50,255.195,"928,41",155,14.744.805,72,105,602,417,243,10,2,3
167,169,1 UN,3 AR,22,1 FE,15,1 ST,2,1,2,2,1,2,2,1,4,2,4,4,4,4,5,5,3,4,5,4,4,2,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,2 incorrecta no responde,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,3,3,5,5,5,5,5,4,5,3,5,4,5,5,1,5,3 OT,5 NO,4 EU,3 ET,30/10/2023 13:31:15,Si,00169,10,100,,SEGUNDO,8,emilio,3 metros,niguna porque creo en el universo,no tengo realmente,2.000.000,900,12,2.000.000,900,12,255.195,"928,41",155,1.744.805,28,143,474,244,506,9,2,3
168,170,1 UN,3 AR,22,1 FE,15,1 ST,3,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,3,1,2,2,2,1,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,3,1,2,1,5,3,1,5,1,4,5,5,1,5,5,6 AT,5 NO,4 EU,2 EM,30/10/2023 13:26:21,Si,00170,5,100,47,SEGUNDO,8,EMILIO,27,ATEO,NO ME INTERESA LA POLITICA,MÁS DE 200 MIL ,911,NOSE,200.000,911,NR,255.195,"928,41",155,55.195,17,NR,124,136,NR,6,2,NR
169,171,1 UN,3 AR,22,2 MA,15,1 ST,3,1,1,2,3,4,1,1,4,4,2,4,4,4,3,3,3,5,5,3,5,5,1,2,2,,1,0,0,0,0,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,5,5,2,1,5,4,3,1,1,5,5,1,5,5,1,5,4 NO,5 NO,4 EU,6 PG,30/10/2023 13:41:03,Si,00171,10,1 hora,24 hrs,2do lugar,8,Emilio,1,No tengo ninguna.,"No tengo ninguna orientación politica, solo veo lo que pueda ser mejor, desde fuera, sin centrarme en una postura en especifico.",1.000.000,986,3,1.000.000,986,3,255.195,"928,41",155,744.805,58,152,386,367,572,7,2,3
170,172,1 UN,3 AR,23,1 FE,15,1 ST,4,1,1,2,3,3,1,1,4,3,4,4,2,4,4,3,4,4,3,4,5,2,1,1,4,2,1,0,0,0,1,0,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,3,5,3,3,3,5,4,4,5,3,5,5,3,5,1 CA,5 NO,4 EU,2 EM,30/10/2023 14:26:55,Si,00172,10,"5 minutos igual, de todas formas cada artesano hace un solo collar en 5 minutos, si son 100, cada uno sigue haciendo 1 collar en 5 minutos","24, no puedo calcular en este momento, pero creo que más de 12 horas, bueno no entendi tampoco, más o menos. Si va duplicando seria 1x2=2 luego 2x2=4 y asi hasta completar, pero no logro calcularlo",segundo,8,Julio,27,"Catolica, pero no influye en lo que pienso o creo",No tengo una postura fija,3.000.000,"890 aprox, varia por dia",No sé,3.000.000,890,NR,255.195,"928,41",155,2.744.805,38,NR,498,315,NR,9,2,NR
171,173,1 UN,3 AR,24,1 FE,15,3 PC,3,3,2,3,4,4,3,2,4,3,2,4,4,4,3,3,4,5,4,4,5,1,1,1,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,3,4,3,3,4,3,4,3,4,3,4,4,3,4,4,5,1 CA,5 NO,4 EU,3 ET,30/10/2023 14:22:57,Si,00173,10,1 hra,36 horas,2do lugar,8,Emilio,27,"me considero católica, me no me cierro a las creencias del resto soy de un pensamiento abierto ","No me gusta mucho la política, por lo cual no me gusta opinar mucho",no lo se ,900,36,NR,900,36,255.195,"928,41",155,NR,28,119,NR,244,337,NR,2,3
172,174,1 UN,3 AR,23,1 FE,15,1 ST,2,3,1,2,3,3,2,3,4,3,2,4,3,4,4,3,3,4,4,5,4,2,1,1,1,1,1,0,0,0,1,0,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,-1,3,4,3,4,4,4,3,3,3,4,4,3,4,5,4,5,4 NO,1 LW,2 EM,4 EU,30/10/2023 14:21:57,Si,00174,100,5 min,24,primer,8,Emilio,12,Ninguna,El presidente actual Gabriel Boric,500,980,12,500,980,12,255.195,"928,41",155,254.695,52,143,289,351,506,7,2,3
173,175,1 UN,3 AR,23,2 MA,15,1 ST,4,2,4,3,4,4,4,3,4,3,2,4,4,4,4,4,2,5,5,5,3,5,1,1,3,2,1,0,0,0,1,0,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,4,1,1,4,3,3,4,1,1,1,1,2,5,3,3,3,4 NO,1 LW,4 EU,3 ET,30/10/2023 14:31:24,Si,00175,5,5,"Más de la mitad del tiempo, ya que el moho crece exponencialmente.",En segundo.,8,Emilio,27 m3,Ninguna,Centro-izquierda,300.000,$910 aprox. Pero cada hora va subiendo o bajando.,No tengo idea.,300.000,910,NR,255.195,"928,41",155,44.805,18,NR,96,141,NR,6,2,NR
174,176,1 UN,3 AR,22,2 MA,15,1 ST,2,2,1,2,2,2,2,2,4,4,1,3,4,3,4,2,1,3,2,3,3,1,1,1,1,1,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,,1,1,1,1,1,1,1,1,1,2,1,4,4,1,5,2 CR,8 NR,4 EU,3 ET,30/10/2023 14:20:23,Si,00176,10,100 minutos,24 horas,segundo ,1 oveja ,Emilio ,3 metros cúbicos,cristiano ,,300.000,910,40,300.000,910,40,255.195,"928,41",155,44.805,18,115,96,141,308,6,2,3
175,177,1 UN,3 AR,20,2 MA,15,1 ST,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,3,2,5,2,3,4,3,1,1,2,3,1,0,0,0,0,1,1 incorrecta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,1,0,3,1,2,4,2,2,2,1,2,1,1,1,5,5,1,5,5 AG,8 NR,4 EU,6 PG,30/10/2023 16:12:07,Si,00177,100 pesos menos que la galleta,100 minutos,36 horas,segundo,8,Emilio,27 metros cúbicos,"Agnóstico, aunque creo mas en el concepto de Dios (necesidad), que en un todopoderoso","Pragmatismo y Tecnocracia, además de uso del método científico para resolver problemas políticos, económicos y sociales.",280.000,890 +/- 10 (varía cada día),entre 50 y 60,280.000,890,55,255.195,"928,41",155,24.805,38,100,54,315,226,6,2,3
176,178,1 UN,3 AR,26,2 MA,15,1 ST,2,1,2,1,3,1,1,2,3,3,1,3,2,2,4,4,4,4,5,5,4,2,1,1,3,2,1,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,3,3,2,2,3,1,1,1,1,1,5,5,3,5,4 NO,1 LW,4 EU,3 ET,30/10/2023 16:16:22,Si,00178,5,100 minutos,47,Segundo,8,Emilio,0,No creo en seres divinos,Centro-Izquierda,250.000,980,110,250.000,980,110,255.195,"928,41",155,5.195,52,45,18,351,109,5,2,2
177,179,1 UN,3 AR,21,2 MA,15,1 ST,2,2,4,4,3,3,3,4,3,4,4,4,3,4,3,3,2,3,4,4,3,3,1,1,3,2,1,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,2,5,3,4,3,4,4,1,1,3,1,1,4,4,4,5,2 CR,5 NO,4 EU,3 ET,30/10/2023 16:06:46,Si,00179,10,100,72,2 LUGAR,8,EMILIO ,3 M CUBICOS ,CRISTIANO EVANGELICO ,NO TENGO ,198.000,953,,198.000,953,NR,255.195,"928,41",155,57.195,25,NR,144,202,NR,6,2,NR
178,180,1 UN,3 AR,29,4 OT,15,6 OT,3,1,2,3,2,3,1,2,3,1,2,3,3,3,5,4,5,5,5,5,5,3,1,1,3,3,3,0,0,0,1,0,4 correcta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,2 incorrecta no responde,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,3,3,4,4,5,3,5,5,4,4,5,5,3,3,3,5,6 AT,5 NO,3 ET,4 EU,30/10/2023 16:10:36,Si,00180,5 PESOS,1HR,24,1ERO,8,JULIO,NOSE,ATEO,NNGUNA ,2MIL,MIL PESOS,MUCHOS,2.000,1.000,NR,255.195,"928,41",155,253.195,72,NR,287,417,NR,7,2,NR
179,181,1 UN,3 AR,24,1 FE,15,1 ST,1,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,,,,,,1,1,1,3,,2,0,0,0,1,0,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,,2,,4,,,,,,3,,,4,4,,,8 NR,8 NR,4 EU,4 EU,30/10/2023 16:37:22,Si,00181,5,100,96,1,7,Emilio,27,,,,,,NR,NR,NR,255.195,"928,41",155,NR,NR,NR,NR,NR,NR,NR,NR,NR
180,182,1 UN,3 AR,23,1 FE,1,1 ST,1,1,1,2,1,1,1,1,4,4,2,2,2,1,3,3,3,5,3,5,5,3,1,2,2,2,2,0,0,0,1,0,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,3,4,3,1,5,4,3,3,3,4,5,3,3,3,1,5,2 CR,5 NO,4 EU,4 EU,30/10/2023 17:10:51,Si,00182,110,100,24 horas,primer lugar,8,Emilio,3 metros cubicos,evangelica,no tengo,270.000,850,,270.000,850,NR,255.195,"928,41",155,14.805,78,NR,33,463,NR,6,2,NR
181,183,1 UN,3 AR,28,1 FE,15,2 IW,1,4,3,1,4,1,1,1,2,1,2,4,3,1,3,3,2,5,2,3,5,1,1,2,3,5,4,0,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,2,1,5,3,1,3,2,5,2,5,4,5,1,5,1,5,2 CR,5 NO,4 EU,4 EU,30/10/2023 17:10:41,Si,00183,10 pesos,1horay 40 min,24horas,3 lugar,7 ovejas ,julio,9,cristiana,no,mas de un millon de personas,840 pesos chilenos,47,1.000.000,840,47,255.195,"928,41",155,744.805,88,108,386,505,289,7,2,3
182,184,1 UN,3 AR,19,2 MA,1,1 ST,3,2,3,4,3,4,2,3,4,4,3,3,4,4,3,4,3,5,3,5,4,2,1,2,2,2,1,1,0,1,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,5,,4,3,4,2,5,4,5,5,4,4,3,5,3 OT,5 NO,4 EU,3 ET,30/10/2023 17:14:13,Si,00184,10 pesos,"100 minutos, un minuto cada uno",24 horas,Segundo lugar,7 ovejas,Emilio,27 metros cúbicos ,"Ninguna, solo creo en Dios","Ninguna, creo en lo mejor para el pais venga de donde venga ",70.000,aprox 1000,155,70.000,1.000,155,255.195,"928,41",155,185.195,72,0,218,417,1,7,2,1
183,185,1 UN,3 AR,19,1 FE,15,1 ST,3,3,1,1,1,2,1,1,4,2,4,2,3,4,3,3,4,3,2,2,3,1,1,1,2,2,1,0,0,0,1,0,3 incorrecta intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,3,4,3,3,4,4,3,3,3,4,5,4,4,3,2,5,8 NR,8 NR,4 EU,5 PT,30/10/2023 17:17:12,Si,00185,10,20,24,SEGUNDO LUGAR,0,EMILIO,27,,,,900,,NR,900,NR,255.195,"928,41",155,NR,28,NR,NR,244,NR,NR,2,NR
184,186,1 UN,3 AR,27,2 MA,15,6 OT,2,4,2,3,4,1,2,4,4,4,2,3,4,3,3,1,2,3,5,4,4,4,2,2,3,3,2,0,0,0,1,0,1 incorrecta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,1 incorrecta no intuitiva,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,-1,3,4,3,1,3,3,3,3,2,1,3,4,4,1,4,5,8 NR,3 RW,4 EU,2 EM,30/10/2023 18:00:39,Si,00186,9,5 minutos,12 horas,primero,8,julio,3 metros cúbicos,,centro derecha ,6.500.000,1000 aproximados,no sé,6.500.000,1.000,NR,255.195,"928,41",155,6.244.805,72,NR,548,417,NR,9,2,NR
185,187,1 UN,3 AR,23,1 FE,15,1 ST,1,1,1,1,2,1,1,2,4,4,2,4,2,4,3,4,4,4,3,3,3,2,1,2,2,2,2,1,0,0,1,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,1 incorrecta no intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,3,4,2,3,4,3,3,3,2,2,4,4,4,4,4,5,3 OT,8 NR,4 EU,4 EU,30/10/2023 18:14:18,Si,00187,$10,100 MINS,24 HORAS,SEGUNDO,8,EMILIO,9,Sólo creyente de la existencia de una energía mayor.,No tengo conocimiento,500.000,$900,100,500.000,900,100,255.195,"928,41",155,244.805,28,55,268,244,125,7,2,2
186,188,1 UN,3 AR,23,1 FE,15,1 ST,1,1,1,2,2,2,2,2,3,1,4,3,2,4,3,3,2,4,3,4,4,1,1,1,1,1,1,1,0,0,0,0,3 incorrecta intuitiva,3 incorrecta intuitiva,3 incorrecta intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,4 correcta no intuitiva,3 incorrecta intuitiva,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,4,3,3,3,1,1,4,3,4,4,5,5,6 AT,1 LW,4 EU,4 EU,30/10/2023 18:10:54,Si,00188,10,100 minutos,24 horas,segundo lugar,8,emilio,27 metros,atea,izquierda,200.000,840,12,200.000,840,12,255.195,"928,41",155,55.195,88,143,124,505,506,6,2,3
